path,type,size,git_blob_sha,sha256_if_available,scientific_role,needed_for_thesis,copied,reason_not_copied
artifacts/features/re2tt/re2tt-afdac60e6b000d3c.npz,npz,113459,97265cf7d25f973fb1142f13933ac71e77ebf657,91569b03b883434ac41c94df74a66b7bdd7ee1b59269e1a3477170823c86be9b,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-b2342b2478b249cb.npz,npz,112714,7e9c6c206a1a1a383cb68b10daba12038615a805,708bb8a4bb90724ee5cfc1ce0d4d804f80bc11c05329a3b1bda675df7efdce9f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-b5173d4edf252af8.npz,npz,114323,49b8e029a3e977a710813590d0337163b6e19837,b0b172f8535021b891a8d8b669dd1f1fea871d9777e3a7704630b06748a8bca4,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-bbbcbf7787fa152c.npz,npz,111239,02d1d46f273c6f5a47517ab4fbfd77ec43627b64,8c517592be6772034b94670c57042a1c4e6061eae765ba82b8c2359dc9c62f0b,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-bc9cd2d131533d16.npz,npz,109458,4dbe746a83bab50678fa925ce0011ef85b5db0b8,0bf4a53a5ec76de2079622247237b4ade6595a81a8ca5c45bc48f39fd610dddc,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-bed634aec03e773f.npz,npz,104759,898033727eb090e1a40266a3dca716f8e7932c23,fe9ceaaaefc4ae7995940cb619c17728f8d2df540816101437f982a2ff2c6e04,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-c1b234f6cc4acbee.npz,npz,113839,a8f7d03a9a3af487deb152fcc42c3ddb569bfe66,367d0224e89e65d6c7c25b13dfecbe117b599c80a96e57878acf45dcc2760582,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-c7f9112580bfde33.npz,npz,113617,961962bbefc9880220691c7f2c5254ad3a81af7c,ae7d9d6261b0dc45212c527ca7b437335a999c11a7e6a40184b5aa41bd84d760,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-c82529d65e13adc0.npz,npz,114292,4410d29861deabb306e1f0686a7c13cbfb3c6138,4244ad482a69f6fbe9a2a0432147d4e95153672c1f038d083f09703900c5ed84,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-c8fbd9a7d1e92284.npz,npz,115798,efd06d1fccd072e47ddf686c803ed7cddab3f424,48206a961c63af4cf115650e596fe4181c7aa437dd98921ae66c17a6589df2fd,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-cb1f1df38c99005a.npz,npz,113637,9c9c8765324b494c84212b0c23ad4b641c3d0a63,6927ebb0a7b51ca98e4f76816e17155ea5517ea5434918425121d94236548566,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-cb3381bf9ed05034.npz,npz,114290,8a0c6e65cff8e1f6440c76381b0a0a734b09d40c,bfaf1f71d73d8542c090fdabf0d6dcaeea24d9696a42d8384263ad1a005a92c7,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-cc6c772d4116d054.npz,npz,115093,5cb8528563b9e85f8f3b102c424f48d208f816b3,d0e3a08894157b118d645054895fc1fd6700954001ece9896e025b8daf893337,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-cdf514b035f34990.npz,npz,114728,a0d5de78b642a1f30efe63b1abe9d4d76dde05ad,bda9213d4dcd0644f552ab3186cb6e74ddd25b256885b032d46126f2555f86e8,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-d0a74725c5d96362.npz,npz,104203,c0435dc2281e5e8e4f24909098d5559f127be4ba,56b364e2557dc669678ec3c71703a727db672408c28231467bdf7adacfdae3ab,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-d14727a3c74e9768.npz,npz,112227,a0477d4365e8c68c9403e925ed293660282ddaa0,25dcd45210d1b769f14b3a4a46c24cb6ac8e70e58e27d11373a1896de105dfed,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-d4b1d66aaaa1a728.npz,npz,112767,6faaecdbe71f914276b7d19d804506600d04da29,a618a783cb3f34e4fb8936c2abb5acefbd3cb5b2f801da1ff34c2df6b82f34a8,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-d83931768111dc58.npz,npz,105380,d62837628192cbcb9f4be67bf6a1c27c90f8b590,0cc19bf32b09ce33dad6e0787efaac5397f308250df33037d460d1eae985668a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-e3f89de859062727.npz,npz,114258,51c53eff0f646e5367ce1ef0410986a51b9eda54,2556b97c3f6216b6222a515fc85e187110980fb6140993fc946954340c984f3c,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-e44ccb97e7cc1570.npz,npz,114346,d3494fd17179cc3d53a3d7bfb9bceedfdf477a2f,163a971cc633465a4c299f8751fe54d857acd0c4a841b781dfbb3bade311b0b2,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-e4be9aa8e249ddf3.npz,npz,110737,16f0a22d56a78c24607282b98d63c524db87859a,d7b51259bc580419cfbf94daadbec9a0cc41c73fc1e5f61d07dc8416fba7461f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-e76e500ff655313b.npz,npz,115134,b7924543c30d64e5a4ef69a453141a3cbc131772,ae9a48d7a81afa1eccc6b179b38800661497be9b3bdcd58efd15b6b92473732a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-e9071bdee1904785.npz,npz,114585,022dc4303fbc1b31f34f906edd29e43a73408c9c,a70e3b81530d7f47e81941bacd670f8647d206ab07f2e27e242b62d1ef3cc003,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-ee2421859dfb0792.npz,npz,105155,da6222d502022e4173b65097d097be5b7ec002f7,6067d12c81bdaafad3b9a6d77cc8073245be72baa3da52b31b681c6e1d5aa30e,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-f09cbf3636ad02de.npz,npz,113371,5e28f70c36089fc6d63adc2bc0239a12d57f4a15,04e92612c14eb65828fcfc10b78d906e371bc9e54b46e58909685ab218ab14f5,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-f1aa29dd3ba2343f.npz,npz,115814,3fecc326c0de68f594ec00f71bd53a2b25befdb3,bcb9ca9ef2a64bdaac8a30cab2822461346f6c68710445b3ae07d713602c135f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-f5512e2434f96386.npz,npz,113060,90c67c07c106cff0548cc3fe34cd1c99117bc9ee,fcbe90deed37f9e17fb8dd9a84d738778c5bc5b56ee2c4a470389c8cc22b4e58,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-f578fe138f6d4c7a.npz,npz,113582,20c14b095e862d133a8883d65df4e56a01a217ac,243cbf585b131b1d3cd4d5f003d1cf06d1244b5cce368a4351aac6ae60b3b045,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-fa81461ebec56b42.npz,npz,113675,9920607c75e4cf8257964a9a60ef1be28b2c6911,4488dfe9210c293453b9a15ea4ae5075271f17cc05c8ea4fc1497c2176057895,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-fb57d883cd727c81.npz,npz,113635,5b13d3db6b20f3eb74fe954023be2f65d51aaab1,6f714ca047124db9a70ed9370f2683c8e7b042c7d8198b40de29cf53c51b4e47,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-fc53b7fb52199fb7.npz,npz,110243,e4a5724bb0fe57602f0b3ef01f44825a2adb016b,fcb8a1c5334c566e0b87fcdc88eeec1d0ad1306ba96b5cea70da56f54e307788,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-fd20b1f93a6ff4c0.npz,npz,111406,c46e4db2e8c567a7be7c59ed1defabaf3a05831d,84e959abb6873dfc54c7a7f6169771f6531df71ae8d8697d4e44d30cf7c74ade,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-fe28a6c0dbd7d892.npz,npz,113551,9c7ecfc48ec37d4bcaa2a084324945a0d7107df1,d145c8c89588ea61e488c0f2bc3a6c2fff3c1030592c9d4656c85f868ddc7179,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/features/re2tt/re2tt-ffda523857bbf5c2.npz,npz,113516,d7176a11522387f4c157a6f513f26b19cc7161fb,6b79f2ba9970a084de7bcab5d752795314a40a710a9ee13728096700cabcacd4,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/anchor_feasibility.json,json,1657012,4e193c9330414e064544e184dca72c8994261b59,1fdf6fdae57dd4048d9d5fa50d06521bce13cc16b53f144a1017fe4e6702938e,complete anchor feasibility audit,true,false,"Full report is indexed; a compact, status-only thesis diagnostic is exported."
artifacts/final_audit/checksums.json,json,26792,7b695f3e93e4e8d45e93652f4c2c4a7a3f52595d,459bddf1ebb5f0c8ed269c32c53e26243fc3d289d2b302e035b525d3b0adf467,copied compact evidence,true,true,
artifacts/final_audit/control_comparisons.json,json,9767,081547b6dfb8b0ee118b8cd1e0a7894f67fd8a61,864f018f8196f4cfac233ad089b54eabf587d59ab3b4b655b609d3c33063a971,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s0_deterministic_metrics.json,json,23878,82dc005dc4d611d71a5897a7dc8f67eb383ba5e9,ae4a6bc7a78efdd0106936c268a2b13204a0fe144d9da4319c34631dbd023172,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s0_deterministic_predictions.jsonl,jsonl,52017,f8eb4f63f1b072c9260c8d1827d585751e819b47,bc9b53ff1fb8afb40be17b0f88af4e8d7358e8fb47a6fe1c8577ee06c4d0693a,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s0_seen_roots.json,json,561,96219d1a1dbd5f68fa0d9ac5d5c3afb01e3f9b91,b2fe7607ba8b0e9998c0536a85c4675b6f72236aca0b0eb6dd63ef49726b6c73,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s0_tie_neutral_metrics.json,json,30709,04c17828b87498409e561ba5cfb0cdf7fd158e6b,5d38b50d12affc61fb8e7ab55f0d67645ea7b59e126a86202275f41b8314feef,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s1_metrics.json,json,24665,4d64a6c5e0dca7cca7d480333e6bb774f199dc2a,9466ab90c234b1ac3406e38899531e59a601799826bdfc1d2e950ab395085e13,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s1_model_state/fold_0.npz,npz,970,2a3802cdcd150133b290742f4865468ad2aa26ff,1ac80526758aa53608ccc26893d375efbf54b1db017db48fa3f82a9616c83652,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2ob/s1_model_state/fold_1.npz,npz,970,bc4fbff2db1d67ce9116353639dfade22219173e,78786b2566e002157e154d611ebce4e26b52add4a6395330d21a0b9871b9f9e8,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2ob/s1_model_state/fold_2.npz,npz,970,f6598fe3471650c223adf9890caa1984728a4126,bda90db098b273386bd5df1558f201e14c8f4e352bcf623e17c7f81acbc894a1,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2ob/s1_model_state/manifest.json,json,1844,388a526861831c809d431688b85b201f8ded9704,110a3f8db859dc7147b30751d2ef6dcab9433146d0c81c58420d510c11682e16,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s1_predictions.jsonl,jsonl,67206,34388c56aec1835f0e6f79b3cb5faf2e3c330132,76fe5992983b56ba1d2e1a6bdf5c82b5eae09320fbf5d6c6f20e9c3f4d7aa39b,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s2_metrics.json,json,24513,01d895cc0848ae6c14ae18effe1b2a734a5e302e,5a77c3f6e6dea88909caa83140d8453effbcf693633d53aae17449b6fb8c98e3,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s2_model_state/fold_0.npz,npz,1162,110c859c3c820668eba287f7297202d2cfa5b2ed,366ef8bc79aa629f425c370a470ae1a5ad2e5a8fb1cb6358bc19f98127e5034f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2ob/s2_model_state/fold_1.npz,npz,1162,1e524a6708b58400648761ebc5aade1e92d4963b,77603e9b5df8a78dae2993776e69f0949e11f89003862be8268469a34c7ec165,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2ob/s2_model_state/fold_2.npz,npz,1162,5d0df46a944bd7cf99ddbf832e669dacd35bba9d,11b31cf2613f8ab4ecbde6cf42ee5791f60b67d6ce2f61f25571850ccfd02a16,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2ob/s2_model_state/manifest.json,json,2535,b584025ad62f7c3e92bef41d85512487010569c0,71fd7355e8945e465f483a7adc620d4044469fab757f930f47819df21f12947b,copied compact evidence,true,true,
artifacts/final_audit/controls/re2ob/s2_predictions.jsonl,jsonl,66981,3f5a680bf959ca8354cb938eb7d956d495091996,19281fb2055abadac061c17ef8a35593f748136253c10148f160896fb919eba9,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s0_deterministic_metrics.json,json,23755,e9bf696a473ed0776366aec9173de3dce3418941,bcbce718865bce61c00445005b4b093cc6307067907b0bea954925a02b465221,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s0_deterministic_predictions.jsonl,jsonl,316275,8fcb999d64e66efdf70aae7e54d9816cc0efcac6,ceaa413688e3e69d2dfc2b44f1ff274db6c6176e5738a77582f57495e8867e6d,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s0_seen_roots.json,json,549,3763e1ce68b8b05c0930941995d6f53b5ab04f32,21480e561c296cc6b337df7e19dc1564e1f4688fd250712fda3bf1c3cebd76d7,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s0_tie_neutral_metrics.json,json,30633,cf178fae133cd3d1f5a22ad21b5044f58577f8b1,4f484f41ae94d11e55366048f84b72fa0a4b8b93a3a606bb7c82e19ed46fbdf0,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s1_metrics.json,json,24787,eaaf1f3143a78b9a7b0e63f6f97f9ea812ecbbe8,175cd95c09f5249d874c8f4667a59a687e4acb23dc70b97804f83eddee329453,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s1_model_state/fold_0.npz,npz,970,e47f59ca3845107987109693edeae03ab2faf556,e2793e9461409731e9ca695a3f7e147ff1a0c05f795dd0c33ab97030c252ad6c,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2tt/s1_model_state/fold_1.npz,npz,970,cdc26a6b78b9c59b0f5116037d5a2981359ed34b,006ff97eb314344f403b36f5a5879f4d246880dba2e92902d277741fd6aade6b,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2tt/s1_model_state/fold_2.npz,npz,970,375f0be742a9f23cc4009e59aa31bbd5ec634242,234e6491bd418a9197f0de0ff0856bd29d78bda9182ca94fea48788282005f57,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2tt/s1_model_state/manifest.json,json,1845,0fc361da9ccca476a28537c68acfc8aa400603af,e5e40cbe385c866de52f4fb96e1f19c29fe9b6ce50584dd5c3c8e9b77b4a5f40,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s1_predictions.jsonl,jsonl,410738,932d5e63ec1b72159c13e0f0052fe1eb397b54e8,7cca12ead87c8ab14ded2039eb9266a60579f9ed3a40c9a60f793d88f38ce481,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s2_metrics.json,json,24987,85a3b7780930a3470257cacedcb82f71d2c68ab6,d80130e61516ff8ccb2c60bf7c0c7a8ce79dba116fc33df1a11519d12fa30138,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s2_model_state/fold_0.npz,npz,1162,ad447b772ab6fe61d2439c7ded4ff958a1db7576,179efdb6d8f96a41e8c2b57b6216cf0963823a9d83bb677a9d53d3b16558af96,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2tt/s2_model_state/fold_1.npz,npz,1162,6b386da1b8588f14606e53464231cb8b28bdc465,57e92d19e90cac0a527616f732c01fd2302cca5862678ff2ae2c4fb2c1c40a9a,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2tt/s2_model_state/fold_2.npz,npz,1162,15bb4048b9ef129c5011c08a158f46559115f658,04103607b43a76bc7187420c4b1a016da8a2b7461346fccba210677c341ef26e,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/controls/re2tt/s2_model_state/manifest.json,json,2538,6dfe12156633dcc3e16e773c6e23e71f5231d13d,2e2bfa096c4b134cd4444a52d29d0491edae2be00c53a00896fbce662cbee9cb,copied compact evidence,true,true,
artifacts/final_audit/controls/re2tt/s2_predictions.jsonl,jsonl,411735,acb506a82272c7a479bfd34002cb1bcff555b412,d921461143c8b80f235947dc398a108d6be97b2c07a6273d8dfc84e462ea2627,copied compact evidence,true,true,
artifacts/final_audit/environment.json,json,158,e5c137b3f414143b2022ffa332692fb3eb5d944c,37cf8c8c8e79e7dc9bf036fbe29c3a9b97d3de61274ccf57553bdcc2ebe7d0c9,copied compact evidence,true,true,
artifacts/final_audit/pre_event_features/re2ob/manifest.json,json,846,061bf081ff2d830a4fc56ed9462cd748689c3ece,99c814dbf462078d79474d4db0fda6270bf6acdd5fac5cc002ec3adc49b03bcf,copied compact evidence,true,true,
artifacts/final_audit/pre_event_features/re2ob/re2ob-0433b8cb47b1ec8e.npz,npz,1204,2970517995b3b7ceb536ba1e679f4de0b7d54f20,cc76e52fe595b5155fc11860ed80057c02d2c7778698a031ffe4859a9bc790f3,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-048f2e7d7bfbc927.npz,npz,1251,beeec43770971bdad81cd863abddbabca4b9c7ac,e26b31111e130016dc90c4f08bde8b1435d6acc6f01e4aafa126f8180f77d89c,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-057fe49bd30d47c0.npz,npz,1231,8079d5141a6fce384b540736e393a326bc1a2b5a,b77067e9515d284fbb2de53411296e40214dd7c81908aefb6dde381f90ad4355,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-08f3e5d7b11d1fa7.npz,npz,1188,0bf12587e73654833ba3d92de4bef3c88c6f5655,5c186a3d7a6c308e847a49d845182ce21e236b65a1fbe8703927035c9bc4179f,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-097a5d7ac0492007.npz,npz,1277,ac974d432b415f7ea7961bb0783a75db71e719f4,e7732862cb35d2a76ad8410e4f8f6bc5a4089f47947ed958e355b41ed7a8cad4,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-0c582795f6ae4798.npz,npz,1216,d43de099b2037f0ae8f5af1076134a7ba30d4699,bb61c96f081cc59e0bb3eca180084590ca3ced901e6796630eeb4aaa47667439,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-1084f320d8584c61.npz,npz,1273,bf8f4fcaaec15fd7cc648dfcf1630101060d0ee3,25a78622d3e926ca4251ae2dab83b23244ed19b836260a2647f908135998055b,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-1bb2e75872fd9037.npz,npz,1180,4f929f02368a9864a213934b2bf7afa7e5609246,adbe6f8111a5a8c712ee36fd035d1a88b7f5c69d62c7614201b46dbfbf1ec8b1,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-1d19cc60d7a6adc1.npz,npz,1242,5d4b116102bb0cf75cdc681fa7a95f09772bd0c6,4589c5f2c7ae7504432fdf9c552680b1c3e0b737d268ba77f5a05c11b1dbb124,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-1d9a0d1641171551.npz,npz,1226,de01996b6b48dbcbe782dfc7e32ea9f2c0c11dec,043650ef9a09608db8e01b7c65b85801c30962d79cd782a0da4dc545d1cc1fb0,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-23213ee605c6b050.npz,npz,1230,ad904098d7731c0e878f431227451691bb414e34,b0bb9f85d87b7c3ba61e34d8afc6e46a99d51f2ec962d0b5fd727a1964374304,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-34c4e276dad53220.npz,npz,1196,4468894171a87ce80063b9efcf5e86c59d29d54c,91912617b43d434de13377197c542de7f3895babcb1dcb633d4c5156eb93201d,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-35bd9974d6b59069.npz,npz,1243,f9b658101085acba420aeb2d20fc016e8e0cb1f6,40378638394c4c464bbb4c338d67c43933fe2084242b4af9e5142ba1bbd12e58,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-3758cb8f0f1277f3.npz,npz,1209,129feadeae83c3f557407eb20376c56d6253be5d,389a52f5a0621da39f892a07eec6f474ba020393995637bb89a810a1652e8099,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-3827c8c9ef1e8592.npz,npz,1184,3787220c38e18c9d833df3a2799dc1b8dfccb3ac,cfd07bd95551078634b9387145f219f492197c6b1d14e937e93112979305ccbe,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-3e7e71a1c83dbc41.npz,npz,1209,79048b80a47b9dcb30d1017a1a1844908c372723,eed6ed4bede9505af6f5762d1b5f55cf3134e1b9c2f407e4140a8d84fe5b0cb4,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-40e1893e43abba5c.npz,npz,1202,abe02d272042a2e74f0b85eea7f602aa1d0f178b,4e5fc59b2e1142114d0f793640083c3d1043261d9639fc922b3a078520421cc8,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-428d5ecf570372b5.npz,npz,1206,c476c55cd1ad8e01a481ca92830b16b13c4f985f,89500f3a9a5426ab5255ed17bc9720baeac1c9b71fe9cc06c56946ae55e084ff,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-42e80cf6bcd9400f.npz,npz,1203,6f0dc0cc016648a2370500dac22b8c4b714be8ed,b90410d21987d7004050f92452e50a6369e8ce4bdb8fb496fe2407a9b350328b,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-435f42d94b785472.npz,npz,1233,997406360b8fe32df7221548173914a39142f648,5e8af08789da8d38cbcfacf147b4c06aada79d54512df22ea62f6e3f6578df46,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-45687a171f241b04.npz,npz,1232,61c655d9ba24639801d89d7bdcc187eb0b4333aa,0ed439a4d2b8d46beee8c3941cce36b83c164d4a4163ddbf8448243ec539df9c,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
artifacts/final_audit/pre_event_features/re2ob/re2ob-4677d4ce6ef327e0.npz,npz,1253,0cd19c8b1d75697e91a26f03b33ed63849294230,0f2ecf17375731c88dcdb86f9bc2adf8e51cd467c604542e19622c26e13a7100,large frozen feature or model-state array,false,false,"Large array is not duplicated; its path, size, Git blob, and SHA-256 are indexed."
